geo_accession	cell_line	treatment	tissue	dose_nM	time_hours
GSM3238471	MOLT-4	topotecan	Leukemia	0	6
GSM3238469	MOLT-4	topotecan	Leukemia	0	24
GSM3238476	MOLT-4	topotecan	Leukemia	10	2
GSM3238477	MOLT-4	topotecan	Leukemia	10	6
GSM3238475	MOLT-4	topotecan	Leukemia	10	24
GSM3238473	MOLT-4	topotecan	Leukemia	1000	2
GSM3238474	MOLT-4	topotecan	Leukemia	1000	6
GSM3238472	MOLT-4	topotecan	Leukemia	1000	24
GSM3239003	MOLT-4	vorinostat	Leukemia	0	2
GSM3239004	MOLT-4	vorinostat	Leukemia	0	6
GSM3239002	MOLT-4	vorinostat	Leukemia	0	24
GSM3239006	MOLT-4	vorinostat	Leukemia	1000	2
GSM3239007	MOLT-4	vorinostat	Leukemia	1000	6
GSM3239005	MOLT-4	vorinostat	Leukemia	1000	24
GSM3239009	MOLT-4	vorinostat	Leukemia	5000	2
GSM3239010	MOLT-4	vorinostat	Leukemia	5000	6
GSM3239008	MOLT-4	vorinostat	Leukemia	5000	24
GSM3232341	NCI-ADR-RES	bortezomib	Ovarian	0	2
GSM3232342	NCI-ADR-RES	bortezomib	Ovarian	0	6
GSM3232340	NCI-ADR-RES	bortezomib	Ovarian	0	24
GSM3232347	NCI-ADR-RES	bortezomib	Ovarian	10	2
GSM3232348	NCI-ADR-RES	bortezomib	Ovarian	10	6
GSM3232346	NCI-ADR-RES	bortezomib	Ovarian	10	24
GSM3232344	NCI-ADR-RES	bortezomib	Ovarian	100	2
GSM3232345	NCI-ADR-RES	bortezomib	Ovarian	100	6
GSM3232343	NCI-ADR-RES	bortezomib	Ovarian	100	24
GSM3232854	NCI-ADR-RES	cisplatin	Ovarian	0	2
GSM3232855	NCI-ADR-RES	cisplatin	Ovarian	0	6
GSM3232853	NCI-ADR-RES	cisplatin	Ovarian	0	24
GSM3232860	NCI-ADR-RES	cisplatin	Ovarian	3000	2
GSM3232861	NCI-ADR-RES	cisplatin	Ovarian	3000	6
GSM3232859	NCI-ADR-RES	cisplatin	Ovarian	3000	24
GSM3232857	NCI-ADR-RES	cisplatin	Ovarian	15000	2
GSM3232858	NCI-ADR-RES	cisplatin	Ovarian	15000	6
GSM3232856	NCI-ADR-RES	cisplatin	Ovarian	15000	24
GSM3233353	NCI-ADR-RES	dasatinib	Ovarian	0	2
GSM3233354	NCI-ADR-RES	dasatinib	Ovarian	0	6
GSM3233352	NCI-ADR-RES	dasatinib	Ovarian	0	24
GSM3233356	NCI-ADR-RES	dasatinib	Ovarian	100	2
GSM3233357	NCI-ADR-RES	dasatinib	Ovarian	100	6
GSM3233355	NCI-ADR-RES	dasatinib	Ovarian	100	24
GSM3233359	NCI-ADR-RES	dasatinib	Ovarian	2000	2
GSM3233360	NCI-ADR-RES	dasatinib	Ovarian	2000	6
GSM3233358	NCI-ADR-RES	dasatinib	Ovarian	2000	24
GSM3233852	NCI-ADR-RES	doxorubicin	Ovarian	0	2
GSM3233853	NCI-ADR-RES	doxorubicin	Ovarian	0	6
GSM3233851	NCI-ADR-RES	doxorubicin	Ovarian	0	24
GSM3233858	NCI-ADR-RES	doxorubicin	Ovarian	100	2
GSM3233859	NCI-ADR-RES	doxorubicin	Ovarian	100	6
GSM3233857	NCI-ADR-RES	doxorubicin	Ovarian	100	24
GSM3233855	NCI-ADR-RES	doxorubicin	Ovarian	1000	2
GSM3233856	NCI-ADR-RES	doxorubicin	Ovarian	1000	6
GSM3233854	NCI-ADR-RES	doxorubicin	Ovarian	1000	24
GSM3234380	NCI-ADR-RES	erlotinib	Ovarian	0	2
GSM3234381	NCI-ADR-RES	erlotinib	Ovarian	0	6
GSM3234379	NCI-ADR-RES	erlotinib	Ovarian	0	24
GSM3234386	NCI-ADR-RES	erlotinib	Ovarian	1000	2
GSM3234387	NCI-ADR-RES	erlotinib	Ovarian	1000	6
GSM3234385	NCI-ADR-RES	erlotinib	Ovarian	1000	24
GSM3234383	NCI-ADR-RES	erlotinib	Ovarian	10000	2
GSM3234384	NCI-ADR-RES	erlotinib	Ovarian	10000	6
GSM3234382	NCI-ADR-RES	erlotinib	Ovarian	10000	24
GSM3234884	NCI-ADR-RES	geldanamycin	Ovarian	0	2
GSM3234885	NCI-ADR-RES	geldanamycin	Ovarian	0	6
GSM3234883	NCI-ADR-RES	geldanamycin	Ovarian	0	24
GSM3234890	NCI-ADR-RES	geldanamycin	Ovarian	100	2
GSM3234891	NCI-ADR-RES	geldanamycin	Ovarian	100	6
GSM3234889	NCI-ADR-RES	geldanamycin	Ovarian	100	24
GSM3234887	NCI-ADR-RES	geldanamycin	Ovarian	1000	2
GSM3234888	NCI-ADR-RES	geldanamycin	Ovarian	1000	6
GSM3234886	NCI-ADR-RES	geldanamycin	Ovarian	1000	24
GSM3235393	NCI-ADR-RES	gemcitibine	Ovarian	0	2
GSM3235394	NCI-ADR-RES	gemcitibine	Ovarian	0	6
GSM3235392	NCI-ADR-RES	gemcitibine	Ovarian	0	24
GSM3235399	NCI-ADR-RES	gemcitibine	Ovarian	200	2
GSM3235400	NCI-ADR-RES	gemcitibine	Ovarian	200	6
GSM3235398	NCI-ADR-RES	gemcitibine	Ovarian	200	24
GSM3235396	NCI-ADR-RES	gemcitibine	Ovarian	2000	2
GSM3235397	NCI-ADR-RES	gemcitibine	Ovarian	2000	6
GSM3235395	NCI-ADR-RES	gemcitibine	Ovarian	2000	24
GSM3235869	NCI-ADR-RES	lapatinib	Ovarian	0	2
GSM3235870	NCI-ADR-RES	lapatinib	Ovarian	0	6
GSM3235868	NCI-ADR-RES	lapatinib	Ovarian	0	24
GSM3235875	NCI-ADR-RES	lapatinib	Ovarian	1000	2
GSM3235876	NCI-ADR-RES	lapatinib	Ovarian	1000	6
GSM3235874	NCI-ADR-RES	lapatinib	Ovarian	1000	24
GSM3235872	NCI-ADR-RES	lapatinib	Ovarian	10000	2
GSM3235873	NCI-ADR-RES	lapatinib	Ovarian	10000	6
GSM3235871	NCI-ADR-RES	lapatinib	Ovarian	10000	24
GSM3236398	NCI-ADR-RES	paclitaxel	Ovarian	0	2
GSM3236399	NCI-ADR-RES	paclitaxel	Ovarian	0	6
GSM3236397	NCI-ADR-RES	paclitaxel	Ovarian	0	24
GSM3236404	NCI-ADR-RES	paclitaxel	Ovarian	10	2
GSM3236405	NCI-ADR-RES	paclitaxel	Ovarian	10	6
GSM3236403	NCI-ADR-RES	paclitaxel	Ovarian	10	24
GSM3236401	NCI-ADR-RES	paclitaxel	Ovarian	100	2
GSM3236402	NCI-ADR-RES	paclitaxel	Ovarian	100	6
GSM3236400	NCI-ADR-RES	paclitaxel	Ovarian	100	24
GSM3236929	NCI-ADR-RES	sirolimus	Ovarian	0	2
GSM3236930	NCI-ADR-RES	sirolimus	Ovarian	0	6
GSM3236928	NCI-ADR-RES	sirolimus	Ovarian	0	24
GSM3236935	NCI-ADR-RES	sirolimus	Ovarian	10	2
GSM3236936	NCI-ADR-RES	sirolimus	Ovarian	10	6
GSM3236934	NCI-ADR-RES	sirolimus	Ovarian	10	24
GSM3236932	NCI-ADR-RES	sirolimus	Ovarian	100	2
GSM3236933	NCI-ADR-RES	sirolimus	Ovarian	100	6
GSM3236931	NCI-ADR-RES	sirolimus	Ovarian	100	24
GSM3237431	NCI-ADR-RES	sorafenib	Ovarian	0	2
GSM3237432	NCI-ADR-RES	sorafenib	Ovarian	0	6
GSM3237430	NCI-ADR-RES	sorafenib	Ovarian	0	24
GSM3237437	NCI-ADR-RES	sorafenib	Ovarian	5000	2
GSM3237438	NCI-ADR-RES	sorafenib	Ovarian	5000	6
GSM3237436	NCI-ADR-RES	sorafenib	Ovarian	5000	24
GSM3237434	NCI-ADR-RES	sorafenib	Ovarian	10000	2
GSM3237435	NCI-ADR-RES	sorafenib	Ovarian	10000	6
GSM3237433	NCI-ADR-RES	sorafenib	Ovarian	10000	24
GSM3232351	NCI-H226	bortezomib	Lung	0	2
GSM3232352	NCI-H226	bortezomib	Lung	0	6
GSM3232350	NCI-H226	bortezomib	Lung	0	24
GSM3232349	NCI-H226	bortezomib	Lung	10	2
GSM3232357	NCI-H226	bortezomib	Lung	10	6
GSM3232356	NCI-H226	bortezomib	Lung	10	24
GSM3232354	NCI-H226	bortezomib	Lung	100	2
GSM3232355	NCI-H226	bortezomib	Lung	100	6
GSM3232353	NCI-H226	bortezomib	Lung	100	24
GSM3234389	NCI-H226	erlotinib	Lung	0	2
GSM3234390	NCI-H226	erlotinib	Lung	0	6
GSM3234388	NCI-H226	erlotinib	Lung	0	24
GSM3234395	NCI-H226	erlotinib	Lung	1000	2
GSM3234396	NCI-H226	erlotinib	Lung	1000	6
GSM3234394	NCI-H226	erlotinib	Lung	1000	24
GSM3234392	NCI-H226	erlotinib	Lung	10000	2
GSM3234393	NCI-H226	erlotinib	Lung	10000	6
GSM3234391	NCI-H226	erlotinib	Lung	10000	24
GSM3235402	NCI-H226	gemcitibine	Lung	0	2
GSM3235403	NCI-H226	gemcitibine	Lung	0	6
GSM3235401	NCI-H226	gemcitibine	Lung	0	24
GSM3235408	NCI-H226	gemcitibine	Lung	200	2
GSM3235409	NCI-H226	gemcitibine	Lung	200	6
GSM3235407	NCI-H226	gemcitibine	Lung	200	24
GSM3235405	NCI-H226	gemcitibine	Lung	2000	2
GSM3235406	NCI-H226	gemcitibine	Lung	2000	6
GSM3235404	NCI-H226	gemcitibine	Lung	2000	24
GSM3235878	NCI-H226	lapatinib	Lung	0	2
GSM3235879	NCI-H226	lapatinib	Lung	0	6
GSM3235877	NCI-H226	lapatinib	Lung	0	24
GSM3235884	NCI-H226	lapatinib	Lung	1000	2
GSM3235885	NCI-H226	lapatinib	Lung	1000	6
GSM3235883	NCI-H226	lapatinib	Lung	1000	24
GSM3235881	NCI-H226	lapatinib	Lung	10000	2
GSM3235882	NCI-H226	lapatinib	Lung	10000	6
GSM3235880	NCI-H226	lapatinib	Lung	10000	24
GSM3236407	NCI-H226	paclitaxel	Lung	0	2
GSM3236408	NCI-H226	paclitaxel	Lung	0	6
GSM3236406	NCI-H226	paclitaxel	Lung	0	24
GSM3236413	NCI-H226	paclitaxel	Lung	10	2
GSM3236414	NCI-H226	paclitaxel	Lung	10	6
GSM3236412	NCI-H226	paclitaxel	Lung	10	24
GSM3236410	NCI-H226	paclitaxel	Lung	100	2
GSM3236411	NCI-H226	paclitaxel	Lung	100	6
GSM3236409	NCI-H226	paclitaxel	Lung	100	24
GSM3236938	NCI-H226	sirolimus	Lung	0	2
GSM3236945	NCI-H226	sirolimus	Lung	0	6
GSM3236937	NCI-H226	sirolimus	Lung	0	24
GSM3236943	NCI-H226	sirolimus	Lung	10	2
GSM3236944	NCI-H226	sirolimus	Lung	10	6
GSM3236942	NCI-H226	sirolimus	Lung	10	24
GSM3236940	NCI-H226	sirolimus	Lung	100	2
GSM3236941	NCI-H226	sirolimus	Lung	100	6
GSM3236939	NCI-H226	sirolimus	Lung	100	24
GSM3237965	NCI-H226	sunitinib	Lung	0	2
GSM3237966	NCI-H226	sunitinib	Lung	0	6
GSM3237964	NCI-H226	sunitinib	Lung	0	24
GSM3237971	NCI-H226	sunitinib	Lung	200	2
GSM3237972	NCI-H226	sunitinib	Lung	200	6
GSM3237970	NCI-H226	sunitinib	Lung	200	24
GSM3237968	NCI-H226	sunitinib	Lung	2000	2
GSM3237969	NCI-H226	sunitinib	Lung	2000	6
GSM3237967	NCI-H226	sunitinib	Lung	2000	24
GSM3238487	NCI-H226	topotecan	Lung	0	2
GSM3238488	NCI-H226	topotecan	Lung	0	6
GSM3238486	NCI-H226	topotecan	Lung	0	24
GSM3238493	NCI-H226	topotecan	Lung	10	2
GSM3238494	NCI-H226	topotecan	Lung	10	6
GSM3238492	NCI-H226	topotecan	Lung	10	24
GSM3238490	NCI-H226	topotecan	Lung	1000	2
GSM3238491	NCI-H226	topotecan	Lung	1000	6
GSM3238489	NCI-H226	topotecan	Lung	1000	24
GSM3239021	NCI-H226	vorinostat	Lung	0	2
GSM3239022	NCI-H226	vorinostat	Lung	0	6
GSM3239020	NCI-H226	vorinostat	Lung	0	24
GSM3239024	NCI-H226	vorinostat	Lung	1000	2
GSM3239025	NCI-H226	vorinostat	Lung	1000	6
GSM3239023	NCI-H226	vorinostat	Lung	1000	24
GSM3239027	NCI-H226	vorinostat	Lung	5000	2
GSM3239028	NCI-H226	vorinostat	Lung	5000	6
GSM3239026	NCI-H226	vorinostat	Lung	5000	24
GSM3233371	NCI-H23	dasatinib	Lung	0	2
GSM3233372	NCI-H23	dasatinib	Lung	0	6
GSM3233370	NCI-H23	dasatinib	Lung	0	24
GSM3233374	NCI-H23	dasatinib	Lung	100	2
GSM3233375	NCI-H23	dasatinib	Lung	100	6
GSM3233373	NCI-H23	dasatinib	Lung	100	24
GSM3233377	NCI-H23	dasatinib	Lung	2000	2
GSM3233378	NCI-H23	dasatinib	Lung	2000	6
GSM3233376	NCI-H23	dasatinib	Lung	2000	24
GSM3234902	NCI-H23	geldanamycin	Lung	0	2
GSM3234903	NCI-H23	geldanamycin	Lung	0	6
GSM3234901	NCI-H23	geldanamycin	Lung	0	24
GSM3234908	NCI-H23	geldanamycin	Lung	100	2
GSM3234909	NCI-H23	geldanamycin	Lung	100	6
GSM3234907	NCI-H23	geldanamycin	Lung	100	24
GSM3234905	NCI-H23	geldanamycin	Lung	1000	2
GSM3234906	NCI-H23	geldanamycin	Lung	1000	6
GSM3234904	NCI-H23	geldanamycin	Lung	1000	24
GSM3235411	NCI-H23	gemcitibine	Lung	0	2
GSM3235412	NCI-H23	gemcitibine	Lung	0	6
GSM3235410	NCI-H23	gemcitibine	Lung	0	24
GSM3235417	NCI-H23	gemcitibine	Lung	200	2
GSM3235418	NCI-H23	gemcitibine	Lung	200	6
GSM3235416	NCI-H23	gemcitibine	Lung	200	24
GSM3235414	NCI-H23	gemcitibine	Lung	2000	2
GSM3235415	NCI-H23	gemcitibine	Lung	2000	6
GSM3235413	NCI-H23	gemcitibine	Lung	2000	24
GSM3236953	NCI-H23	sirolimus	Lung	0	2
GSM3236947	NCI-H23	sirolimus	Lung	0	6
GSM3236946	NCI-H23	sirolimus	Lung	0	24
GSM3236951	NCI-H23	sirolimus	Lung	10	2
GSM3236952	NCI-H23	sirolimus	Lung	10	6
GSM3236950	NCI-H23	sirolimus	Lung	10	24
GSM3236949	NCI-H23	sirolimus	Lung	100	2
GSM3236954	NCI-H23	sirolimus	Lung	100	6
GSM3236948	NCI-H23	sirolimus	Lung	100	24
GSM3237449	NCI-H23	sorafenib	Lung	0	2
GSM3237450	NCI-H23	sorafenib	Lung	0	6
GSM3237448	NCI-H23	sorafenib	Lung	0	24
GSM3237455	NCI-H23	sorafenib	Lung	5000	2
GSM3237456	NCI-H23	sorafenib	Lung	5000	6
GSM3237454	NCI-H23	sorafenib	Lung	5000	24
GSM3237452	NCI-H23	sorafenib	Lung	10000	2
GSM3237453	NCI-H23	sorafenib	Lung	10000	6
GSM3237451	NCI-H23	sorafenib	Lung	10000	24
GSM3238496	NCI-H23	topotecan	Lung	0	2
GSM3238497	NCI-H23	topotecan	Lung	0	6
GSM3238495	NCI-H23	topotecan	Lung	0	24
GSM3238502	NCI-H23	topotecan	Lung	10	2
GSM3238503	NCI-H23	topotecan	Lung	10	6
GSM3238501	NCI-H23	topotecan	Lung	10	24
GSM3238499	NCI-H23	topotecan	Lung	1000	2
GSM3238500	NCI-H23	topotecan	Lung	1000	6
GSM3238498	NCI-H23	topotecan	Lung	1000	24
GSM3239030	NCI-H23	vorinostat	Lung	0	2
GSM3239031	NCI-H23	vorinostat	Lung	0	6
GSM3239029	NCI-H23	vorinostat	Lung	0	24
GSM3239033	NCI-H23	vorinostat	Lung	1000	2
GSM3239034	NCI-H23	vorinostat	Lung	1000	6
GSM3239032	NCI-H23	vorinostat	Lung	1000	24
GSM3239036	NCI-H23	vorinostat	Lung	5000	2
GSM3239037	NCI-H23	vorinostat	Lung	5000	6
GSM3239035	NCI-H23	vorinostat	Lung	5000	24
GSM3231870	NCI-H322M	5-Azacytidine	Lung	0	2
GSM3231871	NCI-H322M	5-Azacytidine	Lung	0	6
GSM3231869	NCI-H322M	5-Azacytidine	Lung	0	24
GSM3231873	NCI-H322M	5-Azacytidine	Lung	1000	2
GSM3231874	NCI-H322M	5-Azacytidine	Lung	1000	6
GSM3231872	NCI-H322M	5-Azacytidine	Lung	1000	24
GSM3231876	NCI-H322M	5-Azacytidine	Lung	5000	2
GSM3231877	NCI-H322M	5-Azacytidine	Lung	5000	6
GSM3231875	NCI-H322M	5-Azacytidine	Lung	5000	24
GSM3232368	NCI-H322M	bortezomib	Lung	0	2
GSM3232369	NCI-H322M	bortezomib	Lung	0	6
GSM3232367	NCI-H322M	bortezomib	Lung	0	24
GSM3232374	NCI-H322M	bortezomib	Lung	10	2
GSM3232375	NCI-H322M	bortezomib	Lung	10	6
GSM3232373	NCI-H322M	bortezomib	Lung	10	24
GSM3232371	NCI-H322M	bortezomib	Lung	100	2
GSM3232372	NCI-H322M	bortezomib	Lung	100	6
GSM3232370	NCI-H322M	bortezomib	Lung	100	24
GSM3233879	NCI-H322M	doxorubicin	Lung	0	2
GSM3233880	NCI-H322M	doxorubicin	Lung	0	6
GSM3233878	NCI-H322M	doxorubicin	Lung	0	24
GSM3233885	NCI-H322M	doxorubicin	Lung	100	2
GSM3233886	NCI-H322M	doxorubicin	Lung	100	6
GSM3233884	NCI-H322M	doxorubicin	Lung	100	24
GSM3233882	NCI-H322M	doxorubicin	Lung	1000	2
GSM3233883	NCI-H322M	doxorubicin	Lung	1000	6
GSM3233881	NCI-H322M	doxorubicin	Lung	1000	24
GSM3234407	NCI-H322M	erlotinib	Lung	0	2
GSM3234408	NCI-H322M	erlotinib	Lung	0	6
GSM3234406	NCI-H322M	erlotinib	Lung	0	24
GSM3234413	NCI-H322M	erlotinib	Lung	1000	2
GSM3234414	NCI-H322M	erlotinib	Lung	1000	6
GSM3234412	NCI-H322M	erlotinib	Lung	1000	24
GSM3234410	NCI-H322M	erlotinib	Lung	10000	2
GSM3234411	NCI-H322M	erlotinib	Lung	10000	6
GSM3234409	NCI-H322M	erlotinib	Lung	10000	24
GSM3236425	NCI-H322M	paclitaxel	Lung	0	2
GSM3236426	NCI-H322M	paclitaxel	Lung	0	6
GSM3236424	NCI-H322M	paclitaxel	Lung	0	24
GSM3236431	NCI-H322M	paclitaxel	Lung	10	2
GSM3236432	NCI-H322M	paclitaxel	Lung	10	6
GSM3236430	NCI-H322M	paclitaxel	Lung	10	24
GSM3236428	NCI-H322M	paclitaxel	Lung	100	2
GSM3236429	NCI-H322M	paclitaxel	Lung	100	6
GSM3236427	NCI-H322M	paclitaxel	Lung	100	24
GSM3236956	NCI-H322M	sirolimus	Lung	0	2
GSM3236957	NCI-H322M	sirolimus	Lung	0	6
GSM3236955	NCI-H322M	sirolimus	Lung	0	24
GSM3236962	NCI-H322M	sirolimus	Lung	10	2
GSM3236963	NCI-H322M	sirolimus	Lung	10	6
GSM3236961	NCI-H322M	sirolimus	Lung	10	24
GSM3236959	NCI-H322M	sirolimus	Lung	100	2
GSM3236960	NCI-H322M	sirolimus	Lung	100	6
GSM3236958	NCI-H322M	sirolimus	Lung	100	24
GSM3238505	NCI-H322M	topotecan	Lung	0	2
GSM3238506	NCI-H322M	topotecan	Lung	0	6
GSM3238504	NCI-H322M	topotecan	Lung	0	24
GSM3238511	NCI-H322M	topotecan	Lung	10	2
GSM3238512	NCI-H322M	topotecan	Lung	10	6
GSM3238510	NCI-H322M	topotecan	Lung	10	24
GSM3238508	NCI-H322M	topotecan	Lung	1000	2
GSM3238509	NCI-H322M	topotecan	Lung	1000	6
GSM3238507	NCI-H322M	topotecan	Lung	1000	24
GSM3232377	NCI-H460	bortezomib	Lung	0	2
GSM3232378	NCI-H460	bortezomib	Lung	0	6
GSM3232376	NCI-H460	bortezomib	Lung	0	24
GSM3232383	NCI-H460	bortezomib	Lung	10	2
GSM3232384	NCI-H460	bortezomib	Lung	10	6
GSM3232382	NCI-H460	bortezomib	Lung	10	24
GSM3232380	NCI-H460	bortezomib	Lung	100	2
GSM3232381	NCI-H460	bortezomib	Lung	100	6
GSM3232379	NCI-H460	bortezomib	Lung	100	24
GSM3233888	NCI-H460	doxorubicin	Lung	0	2
GSM3233889	NCI-H460	doxorubicin	Lung	0	6
GSM3233887	NCI-H460	doxorubicin	Lung	0	24
GSM3233894	NCI-H460	doxorubicin	Lung	100	2
GSM3233895	NCI-H460	doxorubicin	Lung	100	6
GSM3233893	NCI-H460	doxorubicin	Lung	100	24
GSM3233891	NCI-H460	doxorubicin	Lung	1000	2
GSM3233892	NCI-H460	doxorubicin	Lung	1000	6
GSM3233890	NCI-H460	doxorubicin	Lung	1000	24
GSM3234416	NCI-H460	erlotinib	Lung	0	2
GSM3234417	NCI-H460	erlotinib	Lung	0	6
GSM3234415	NCI-H460	erlotinib	Lung	0	24
GSM3234422	NCI-H460	erlotinib	Lung	1000	2
GSM3234423	NCI-H460	erlotinib	Lung	1000	6
GSM3234421	NCI-H460	erlotinib	Lung	1000	24
GSM3234419	NCI-H460	erlotinib	Lung	10000	2
GSM3234420	NCI-H460	erlotinib	Lung	10000	6
GSM3234418	NCI-H460	erlotinib	Lung	10000	24
GSM3235429	NCI-H460	gemcitibine	Lung	0	2
GSM3235430	NCI-H460	gemcitibine	Lung	0	6
GSM3235428	NCI-H460	gemcitibine	Lung	0	24
GSM3235435	NCI-H460	gemcitibine	Lung	200	2
GSM3235436	NCI-H460	gemcitibine	Lung	200	6
GSM3235434	NCI-H460	gemcitibine	Lung	200	24
GSM3235432	NCI-H460	gemcitibine	Lung	2000	2
GSM3235433	NCI-H460	gemcitibine	Lung	2000	6
GSM3235431	NCI-H460	gemcitibine	Lung	2000	24
GSM3235904	NCI-H460	lapatinib	Lung	0	2
GSM3235905	NCI-H460	lapatinib	Lung	0	6
GSM3235903	NCI-H460	lapatinib	Lung	0	24
GSM3235910	NCI-H460	lapatinib	Lung	1000	2
GSM3235911	NCI-H460	lapatinib	Lung	1000	6
GSM3235909	NCI-H460	lapatinib	Lung	1000	24
GSM3235907	NCI-H460	lapatinib	Lung	10000	2
GSM3235908	NCI-H460	lapatinib	Lung	10000	6
GSM3235906	NCI-H460	lapatinib	Lung	10000	24
GSM3236434	NCI-H460	paclitaxel	Lung	0	2
GSM3236435	NCI-H460	paclitaxel	Lung	0	6
GSM3236433	NCI-H460	paclitaxel	Lung	0	24
GSM3236440	NCI-H460	paclitaxel	Lung	10	2
GSM3236441	NCI-H460	paclitaxel	Lung	10	6
GSM3236439	NCI-H460	paclitaxel	Lung	10	24
GSM3236437	NCI-H460	paclitaxel	Lung	100	2
GSM3236438	NCI-H460	paclitaxel	Lung	100	6
GSM3236436	NCI-H460	paclitaxel	Lung	100	24
GSM3236965	NCI-H460	sirolimus	Lung	0	2
GSM3236966	NCI-H460	sirolimus	Lung	0	6
GSM3236964	NCI-H460	sirolimus	Lung	0	24
GSM3236971	NCI-H460	sirolimus	Lung	10	2
GSM3236972	NCI-H460	sirolimus	Lung	10	6
GSM3236970	NCI-H460	sirolimus	Lung	10	24
GSM3236968	NCI-H460	sirolimus	Lung	100	2
GSM3236969	NCI-H460	sirolimus	Lung	100	6
GSM3236967	NCI-H460	sirolimus	Lung	100	24
GSM3237467	NCI-H460	sorafenib	Lung	0	2
GSM3237468	NCI-H460	sorafenib	Lung	0	6
GSM3237466	NCI-H460	sorafenib	Lung	0	24
GSM3237473	NCI-H460	sorafenib	Lung	5000	2
GSM3237474	NCI-H460	sorafenib	Lung	5000	6
GSM3237472	NCI-H460	sorafenib	Lung	5000	24
GSM3237470	NCI-H460	sorafenib	Lung	10000	2
GSM3237471	NCI-H460	sorafenib	Lung	10000	6
GSM3237469	NCI-H460	sorafenib	Lung	10000	24
GSM3237991	NCI-H460	sunitinib	Lung	0	2
GSM3237992	NCI-H460	sunitinib	Lung	0	6
GSM3237990	NCI-H460	sunitinib	Lung	0	24
GSM3237997	NCI-H460	sunitinib	Lung	200	2
GSM3237998	NCI-H460	sunitinib	Lung	200	6
GSM3237996	NCI-H460	sunitinib	Lung	200	24
GSM3237994	NCI-H460	sunitinib	Lung	2000	2
GSM3237995	NCI-H460	sunitinib	Lung	2000	6
GSM3237993	NCI-H460	sunitinib	Lung	2000	24
GSM3239048	NCI-H460	vorinostat	Lung	0	2
GSM3239049	NCI-H460	vorinostat	Lung	0	6
GSM3239047	NCI-H460	vorinostat	Lung	0	24
GSM3239051	NCI-H460	vorinostat	Lung	1000	2
GSM3239052	NCI-H460	vorinostat	Lung	1000	6
GSM3239050	NCI-H460	vorinostat	Lung	1000	24
GSM3239054	NCI-H460	vorinostat	Lung	5000	2
GSM3239055	NCI-H460	vorinostat	Lung	5000	6
GSM3239053	NCI-H460	vorinostat	Lung	5000	24
GSM3232890	NCI-H522	cisplatin	Lung	0	2
GSM3232891	NCI-H522	cisplatin	Lung	0	6
GSM3232889	NCI-H522	cisplatin	Lung	0	24
GSM3232896	NCI-H522	cisplatin	Lung	3000	2
GSM3232897	NCI-H522	cisplatin	Lung	3000	6
GSM3232895	NCI-H522	cisplatin	Lung	3000	24
GSM3232893	NCI-H522	cisplatin	Lung	15000	2
GSM3232894	NCI-H522	cisplatin	Lung	15000	6
GSM3232892	NCI-H522	cisplatin	Lung	15000	24
GSM3233396	NCI-H522	dasatinib	Lung	0	2
GSM3233397	NCI-H522	dasatinib	Lung	0	6
GSM3233395	NCI-H522	dasatinib	Lung	0	24
GSM3233399	NCI-H522	dasatinib	Lung	100	2
GSM3233400	NCI-H522	dasatinib	Lung	100	6
GSM3233398	NCI-H522	dasatinib	Lung	100	24
GSM3233402	NCI-H522	dasatinib	Lung	2000	2
GSM3233403	NCI-H522	dasatinib	Lung	2000	6
GSM3233401	NCI-H522	dasatinib	Lung	2000	24
GSM3235913	NCI-H522	lapatinib	Lung	0	2
GSM3235914	NCI-H522	lapatinib	Lung	0	6
GSM3235912	NCI-H522	lapatinib	Lung	0	24
GSM3235919	NCI-H522	lapatinib	Lung	1000	2
GSM3235920	NCI-H522	lapatinib	Lung	1000	6
GSM3235918	NCI-H522	lapatinib	Lung	1000	24
GSM3235916	NCI-H522	lapatinib	Lung	10000	2
GSM3235917	NCI-H522	lapatinib	Lung	10000	6
GSM3235915	NCI-H522	lapatinib	Lung	10000	24
GSM3236974	NCI-H522	sirolimus	Lung	0	2
GSM3236975	NCI-H522	sirolimus	Lung	0	6
GSM3236973	NCI-H522	sirolimus	Lung	0	24
GSM3236980	NCI-H522	sirolimus	Lung	10	2
GSM3236981	NCI-H522	sirolimus	Lung	10	6
GSM3236979	NCI-H522	sirolimus	Lung	10	24
GSM3236977	NCI-H522	sirolimus	Lung	100	2
GSM3236978	NCI-H522	sirolimus	Lung	100	6
GSM3236976	NCI-H522	sirolimus	Lung	100	24
GSM3238523	NCI-H522	topotecan	Lung	0	2
GSM3238524	NCI-H522	topotecan	Lung	0	6
GSM3238522	NCI-H522	topotecan	Lung	0	24
GSM3238529	NCI-H522	topotecan	Lung	10	2
GSM3238530	NCI-H522	topotecan	Lung	10	6
GSM3238528	NCI-H522	topotecan	Lung	10	24
GSM3238526	NCI-H522	topotecan	Lung	1000	2
GSM3238527	NCI-H522	topotecan	Lung	1000	6
GSM3238525	NCI-H522	topotecan	Lung	1000	24
GSM3231890	OVCAR-3	5-Azacytidine	Ovarian	0	2
GSM3231891	OVCAR-3	5-Azacytidine	Ovarian	0	6
GSM3231889	OVCAR-3	5-Azacytidine	Ovarian	0	24
GSM3231893	OVCAR-3	5-Azacytidine	Ovarian	1000	2
GSM3231894	OVCAR-3	5-Azacytidine	Ovarian	1000	6
